-1,critcalzone.org variable,czo_id,Discipline,CZOs,ODM2Name,ODM2Term,CZO Variable Action,New ODM2 Term,comments,units,Aggregation,,czo_url, czo_id
3090,specific uv absorbance,5491,Water Chemistry,Catalina-Jemez,Absorbance,absorbance,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5491,5491
3091,sr,3422,Geochemistry / Mineralogy,Luquillo,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3422,3422
3092,sr,5189,Geochemistry / Mineralogy,Shale Hills,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5189,5189
3093,sr,5986,Geochemistry / Mineralogy,Calhoun,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5986,5986
3094,sr m,2580,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2580,2580
3095,sr m,2582,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2582,2582
3096,sr m,2645,Water Chemistry|Hydrology,Shale Hills,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2645,2645
3097,sr mgl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
3098,sr ugml,5273,Geochemistry / Mineralogy|Water Chemistry,Shale Hills,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5273,5273
3099,sr ugml,5274,Geochemistry / Mineralogy|Water Chemistry,,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5274,5274
3100,sr umol l1,4129,Hydrology|Water Chemistry,Shale Hills,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4129,4129
3101,sr umol l1,5343,Hydrology|Water Chemistry,Shale Hills,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5343,5343
3102,sr umol l1,5365,Hydrology|Water Chemistry,Shale Hills,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5365,5365
3103,srp soluble reactive phosphorus,2952,Water Chemistry,Luquillo,"Strontium, dissolved",strontiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
3104,ss,6026,Biogeochemistry|Hydrology|Climatology / Meteorology,Luquillo,,,?,,,,,,http://criticalzone.org/national/data/dataset/6026,6026
3105,ssurgoid,2609,Geochemistry / Mineralogy|Biogeochemistry,Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/2609,2609
3106,stage at vnotch,4684,Hydrology,Calhoun,Water depth,waterDepth,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4684,4684
3107,stagecm,5324,Hydrology,Shale Hills,Water depth,waterDepth,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5324,5324
3108,stagediff,5324,Hydrology,Shale Hills,Water depth,waterDepth,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5324,5324
3109,stagem,5326,Hydrology,Shale Hills,Water depth,waterDepth,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5326,5326
3110,stand deviation of curvature,3857,Geomorphology,Luquillo,,,New ODM2 Term,DEM curvature,,,,,http://criticalzone.org/national/data/dataset/3857,3857
3111,standard deviation instantaneous radiation,2617,Climatology / Meteorology,Luquillo,"Radiation, net",radiationNet,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2617,2617
3112,standard deviation instantaneous radiation,2618,Climatology / Meteorology,Luquillo,"Radiation, net",radiationNet,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2618,2618
3113,standard deviation instantaneous radiation,2622,Climatology / Meteorology,Luquillo,"Radiation, net",radiationNet,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2622,2622
3114,standard deviation o3,2620,Climatology / Meteorology,Luquillo,Ozone,ozone,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2620,2620
3115,standard deviation of all returns stdh,4606,GIS / Remote Sensing,Calhoun,,,New ODM2 Term,Lidar,,,,,http://criticalzone.org/national/data/dataset/4606,4606
3116,standard deviation of global radiation,2617,Climatology / Meteorology,Luquillo,Global Radiation,globalRadiation,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2617,2617
3117,standard deviation of mean wind direction,2451,Climatology / Meteorology,Boulder,Wind direction,windDirection,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2451,2451
3118,standard deviation of par density,2618,Climatology / Meteorology,Luquillo,"Radiation, incoming PAR",radiationIncomingPAR,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2618,2618
3119,standard deviation of par density,2622,Climatology / Meteorology,Luquillo,"Radiation, incoming PAR",radiationIncomingPAR,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2622,2622
3120,standard deviation of photon flux density pfd,2617,Climatology / Meteorology,Luquillo,"Radiation, incoming PAR",radiationIncomingPAR,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2617,2617
3121,standard deviation of reflected radiation,2617,Climatology / Meteorology,Luquillo,"Radiation, total outgoing",radiationTotalOutgoing,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2617,2617
3122,standard deviation of relative humidity,2617,Climatology / Meteorology,Luquillo,Relative humidity,relativeHumidity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2617,2617
3123,standard deviation of relative humidity,2618,Climatology / Meteorology,Luquillo,Relative humidity,relativeHumidity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2618,2618
3124,standard deviation of relative humidity,2622,Climatology / Meteorology,Luquillo,Relative humidity,relativeHumidity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2622,2622
3125,standard deviation of temperature,2617,Climatology / Meteorology,Luquillo,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2617,2617
3126,standard deviation of temperature,2618,Climatology / Meteorology,Luquillo,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2618,2618
3127,standard deviation of temperature,2622,Climatology / Meteorology,Luquillo,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2622,2622
3128,standard deviation of wind speed,2617,Climatology / Meteorology,Luquillo,Wind speed,windSpeed,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2617,2617
3129,standard deviation of wind speed,2624,Climatology / Meteorology,Luquillo,Wind speed,windSpeed,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2624,2624
3130,start,4618,Biology / Ecology,Shale Hills,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4618,4618
3131,start end of collection,2593,Water Chemistry|Hydrology|Climatology / Meteorology,Shale Hills,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2593,2593
3132,state,2609,Geochemistry / Mineralogy|Biogeochemistry,Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/2609,2609
3133,stationcode,6522,Climatology / Meteorology,Boulder,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/6522,6522
3134,stdht,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5131,5131
3135,stdht,5137,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5137,5137
3136,stdht,5138,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5138,5138
3137,stdht,6103,Geomorphology|GIS / Remote Sensing|Hydrology|Biology / Ecology,National|Boulder|Calhoun|Catalina-Jemez|Eel|Luquillo|Reynolds|Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/6103,6103
3138,stennum,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5131,5131
3139,stennum,5137,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5137,5137
3140,stennum,5138,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5138,5138
3141,stennum,6103,Geomorphology|GIS / Remote Sensing|Hydrology|Biology / Ecology,National|Boulder|Calhoun|Catalina-Jemez|Eel|Luquillo|Reynolds|Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/6103,6103
3142,stokes scatter nm,4174,Hydrology,Shale Hills,,,?,,,nm,,,http://criticalzone.org/national/data/dataset/4174,4174
3143,storagetimedays na,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
3144,strain,4018,Soil Science / Pedology|Geochemistry / Mineralogy,Calhoun,,,?,,,,,,http://criticalzone.org/national/data/dataset/4018,4018
3145,stratigraphy,2433,Hydrology,Boulder,,,?,,,,,,http://criticalzone.org/national/data/dataset/2433,2433
3146,stream discharge,5203,Biology / Ecology|Climatology / Meteorology|Hydrology|Soil Science / Pedology,Reynolds,Discharge,discharge,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5203,5203
3147,stream flow,3623,All Disciplines,Luquillo,Discharge,discharge,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3623,3623
3148,stream water chemistry,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy,Luquillo,Discharge,discharge,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5668,5668
3149,streamflow,2497,Hydrology,Catalina-Jemez,Discharge,discharge,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2497,2497
3150,streamflow,2504,Hydrology,Catalina-Jemez,Discharge,discharge,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2504,2504
3151,streamflow,2644,Hydrology,Catalina-Jemez,Discharge,discharge,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2644,2644
3152,streamflow,6113,Climatology / Meteorology|Hydrology|Soil Science / Pedology,National|Boulder|Calhoun|Catalina-Jemez|Christina|Eel|IML|Luquillo|Reynolds|Shale Hills|Sierra,Discharge,discharge,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6113,6113
3153,strontium,3422,Geochemistry / Mineralogy,Luquillo,"Strontium, dissolved",strontiumDissolved,ODM2,,"strontium, dissolved",,,,http://criticalzone.org/national/data/dataset/3422,3422
3154,strontium dissolved,2740,Water Chemistry,Catalina-Jemez,"Strontium, dissolved",strontiumDissolved,ODM2,,"strontium, dissolved",,,,http://criticalzone.org/national/data/dataset/2740,2740
3155,strontium dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,"Strontium, dissolved",strontiumDissolved,ODM2,,"strontium, dissolved",,,,http://criticalzone.org/national/data/dataset/2742,2742
3156,strontium dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,"Strontium, dissolved",strontiumDissolved,ODM2,,"strontium, dissolved",,,,http://criticalzone.org/national/data/dataset/4109,4109
3157,strontium dissolved,4135,Water Chemistry,Catalina-Jemez,"Strontium, dissolved",strontiumDissolved,ODM2,,"strontium, dissolved",,,,http://criticalzone.org/national/data/dataset/4135,4135
3158,strontium dissolved,5491,Water Chemistry,Catalina-Jemez,"Strontium, dissolved",strontiumDissolved,ODM2,,"strontium, dissolved",,,,http://criticalzone.org/national/data/dataset/5491,5491
3159,strontium dissolved,5492,Water Chemistry,Catalina-Jemez,"Strontium, dissolved",strontiumDissolved,ODM2,,"strontium, dissolved",,,,http://criticalzone.org/national/data/dataset/5492,5492
3160,sulfate,2407,Water Chemistry,Christina,Endosulfan Sulfate,endosulfanSulfate,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2407,2407
3161,sulfate,2515,Biology / Ecology|Water Chemistry,Christina,Endosulfan Sulfate,endosulfanSulfate,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2515,2515
3162,sulfate,2974,,,Endosulfan Sulfate,endosulfanSulfate,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2974,2974
3163,sulfate dissolved,2740,Water Chemistry,Catalina-Jemez,"Sulfate, dissolved",sulfateDissolved,ODM2,,sulfate,,,,http://criticalzone.org/national/data/dataset/2740,2740
3164,sulfate dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,"Sulfate, dissolved",sulfateDissolved,ODM2,,sulfate,,,,http://criticalzone.org/national/data/dataset/2742,2742
3165,sulfate dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,"Sulfate, dissolved",sulfateDissolved,ODM2,,sulfate,,,,http://criticalzone.org/national/data/dataset/4109,4109
3166,sulfate dissolved,4135,Water Chemistry,Catalina-Jemez,"Sulfate, dissolved",sulfateDissolved,ODM2,,sulfate,,,,http://criticalzone.org/national/data/dataset/4135,4135
3167,sulfate dissolved,5491,Water Chemistry,Catalina-Jemez,"Sulfate, dissolved",sulfateDissolved,ODM2,,sulfate,,,,http://criticalzone.org/national/data/dataset/5491,5491
3168,sulfate dissolved,5492,Water Chemistry,Catalina-Jemez,"Sulfate, dissolved",sulfateDissolved,ODM2,,sulfate,,,,http://criticalzone.org/national/data/dataset/5492,5492
3169,sulfate mgl,4851,Water Chemistry,Calhoun,,,New ODM2 Term,Sulfate,sulfate,mgl,,,http://criticalzone.org/national/data/dataset/4851,4851
3170,sulfate so4,2865,Water Chemistry,Boulder,,,New ODM2 Term,Sulfate,sulfate,,,,http://criticalzone.org/national/data/dataset/2865,2865
3171,sulfur,2974,,,Sulfur,sulfur,ODM2,,sulfur,,,,http://criticalzone.org/national/data/dataset/2974,2974
3172,sulfur,2978,,,Sulfur,sulfur,ODM2,,sulfur,,,,http://criticalzone.org/national/data/dataset/2978,2978
3173,sulfur dissolved,2407,Water Chemistry,Christina,Sulfur,sulfur,ODM2,,sulfur,,,,http://criticalzone.org/national/data/dataset/2407,2407
3174,sum,2783,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/2783,2783
3175,sum,2783,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/2783,2783
3176,sum,2784,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/2784,2784
3177,sum,2784,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/2784,2784
3178,sum,2785,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/2785,2785
3179,sum,2785,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/2785,2785
3180,sum,2788,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/2788,2788
3181,sum,2788,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/2788,2788
3182,sum,3064,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/3064,3064
3183,sum,3064,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/3064,3064
3184,sum,3065,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/3065,3065
3185,sum,3065,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/3065,3065
3186,sum,3639,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/3639,3639
3187,sum,3639,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/3639,3639
3188,sum,4165,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/4165,4165
3189,sum,4165,Water Chemistry,Boulder,,,Remove,,,,sum,,http://criticalzone.org/national/data/dataset/4165,4165
3190,surface hardness,2433,Hydrology,Boulder,,,?,,,,,,http://criticalzone.org/national/data/dataset/2433,2433
3191,surface hardness,2436,Hydrology,Boulder,,,?,,,,,,http://criticalzone.org/national/data/dataset/2436,2436
3192,surface wave analyses,3676,Geomorphology|Geophysics,Shale Hills,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/3676,3676
3193,surfdegc,4658,Biogeochemistry|Soil Science / Pedology|Hydrology,Calhoun,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4658,4658
3194,suspended load,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy,Luquillo,,,New ODM2 Term,Suspended load,,,,,http://criticalzone.org/national/data/dataset/5668,5668
3195,suva254,2407,Water Chemistry,Christina,SUVA254,SUVA254,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2407,2407
3196,suva254,2740,Water Chemistry,Catalina-Jemez,SUVA254,SUVA254,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2740,2740
3197,suva254,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,SUVA254,SUVA254,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4109,4109
3198,suva254,4135,Water Chemistry,Catalina-Jemez,SUVA254,SUVA254,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4135,4135
3199,suva280,2740,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,SUVA280,,,,,http://criticalzone.org/national/data/dataset/2740,2740
3200,suva280,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,,,New ODM2 Term,SUVA281,,,,,http://criticalzone.org/national/data/dataset/4109,4109
3201,suva280,4135,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,SUVA282,,,,,http://criticalzone.org/national/data/dataset/4135,4135
3202,swc soil moisture volumetric averaged from 3 locations adjacent to soil chamber,3884,Soil Science / Pedology,Boulder,Volumetric water content,volumetricWaterContent,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3884,3884
3203,sweet potatoes bushels,4665,Social Science,Calhoun,,,Remove,,Agriculture,,,,http://criticalzone.org/national/data/dataset/4665,4665
3204,swine,4665,Social Science,Calhoun,,,Remove,,Agriculture,,,,http://criticalzone.org/national/data/dataset/4665,4665
3205,synop 4677 1min,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3206,synop 4677 5min avg,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,avg,,http://criticalzone.org/national/data/dataset/3869,3869
3207,synop 4680 10min max,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,max,,http://criticalzone.org/national/data/dataset/3869,3869
3208,synop 4680 1min 0,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3209,synop 4680 1min 1,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3210,synop 4680 1min 2,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3211,synop 4680 1min 3,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3212,synop 4680 1min 4,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3213,synop 4680 1min 5,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3214,synop 4680 1min 6,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3215,synop 4680 1min 7,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3216,synop 4680 1min 8,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3217,synop 4680 1min 9,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3218,synop 4680 5min avg,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,avg,,http://criticalzone.org/national/data/dataset/3869,3869
3219,synop 46801min,3869,Hydrology|Climatology / Meteorology,Shale Hills,,,New ODM2 Term,SYNOP,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3220,t1c,5300,Soil Science / Pedology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5300,5300
3221,ta,5189,Geochemistry / Mineralogy,Shale Hills,,,?,,tantalum,,,,http://criticalzone.org/national/data/dataset/5189,5189
3222,ta,5986,Geochemistry / Mineralogy,Calhoun,,,?,,tantalum,,,,http://criticalzone.org/national/data/dataset/5986,5986
3223,tagged tracers with positions overtime additional documentation is presented within the dataset file,2633,Geomorphology,Luquillo,,,New ODM2 Term,Hydrological tracers,,,,,http://criticalzone.org/national/data/dataset/2633,2633
3224,tau p,2551,Biogeochemistry,Luquillo,,,?,,,,,,http://criticalzone.org/national/data/dataset/2551,2551
3225,tb,5986,Geochemistry / Mineralogy,Calhoun,,,New ODM2 Term,Terbium,,,,,http://criticalzone.org/national/data/dataset/5986,5986
3226,tb159 ngl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,,,New ODM2 Term,Terbium,,,,,http://criticalzone.org/national/data/dataset/6292,6292
3227,tc mgl,4851,Water Chemistry,Calhoun,"Carbon, total",carbonTotal,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4851,4851
3228,tcdtavg,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology,Boulder,,,?,,,,,,http://criticalzone.org/national/data/dataset/6526,6526
3229,tdn,2626,Water Chemistry,Luquillo,"Nitrogen, total dissolved",nitrogenTotalDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2626,2626
3230,tdn total dissolved nitrogen,2952,Water Chemistry,Luquillo,"Nitrogen, total dissolved",nitrogenTotalDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
3231,tdnuml,2783,Water Chemistry,Boulder,"Nitrogen, total dissolved",nitrogenTotalDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
3232,tdnuml,2784,Water Chemistry,Boulder,"Nitrogen, total dissolved",nitrogenTotalDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
3233,tdnuml,2785,Water Chemistry,Boulder,"Nitrogen, total dissolved",nitrogenTotalDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2785,2785
3234,tdnuml,2788,Water Chemistry,Boulder,"Nitrogen, total dissolved",nitrogenTotalDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2788,2788
3235,tdnuml,3064,Water Chemistry,Boulder,"Nitrogen, total dissolved",nitrogenTotalDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3064,3064
3236,tdnuml,3065,Water Chemistry,Boulder,"Nitrogen, total dissolved",nitrogenTotalDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3065,3065
3237,tdnuml,3639,Water Chemistry,Boulder,"Nitrogen, total dissolved",nitrogenTotalDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3639,3639
3238,tdnuml,4165,Water Chemistry,Boulder,"Nitrogen, total dissolved",nitrogenTotalDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4165,4165
3239,tdp total dissolved phosphorus,2952,Water Chemistry,Luquillo,"Phosphorus, dissolved",phosphorusDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
3240,tdpuml,2783,Water Chemistry,Boulder,"Phosphorus, dissolved",phosphorusDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
3241,tdpuml,2784,Water Chemistry,Boulder,"Phosphorus, dissolved",phosphorusDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
3242,tdpuml,2785,Water Chemistry,Boulder,"Phosphorus, dissolved",phosphorusDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2785,2785
3243,tdpuml,2788,Water Chemistry,Boulder,"Phosphorus, dissolved",phosphorusDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2788,2788
3244,tdpuml,3064,Water Chemistry,Boulder,"Phosphorus, dissolved",phosphorusDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3064,3064
3245,tdpuml,3065,Water Chemistry,Boulder,"Phosphorus, dissolved",phosphorusDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3065,3065
3246,tdpuml,3639,Water Chemistry,Boulder,"Phosphorus, dissolved",phosphorusDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3639,3639
3247,tdpuml,4165,Water Chemistry,Boulder,"Phosphorus, dissolved",phosphorusDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4165,4165
3248,tds mg 1,4129,Hydrology|Water Chemistry,Shale Hills,,,?,,,mg,,,http://criticalzone.org/national/data/dataset/4129,4129
3249,tds mg 1,5343,Hydrology|Water Chemistry,Shale Hills,,,?,,,mg,,,http://criticalzone.org/national/data/dataset/5343,5343
3250,tds mg 1,5365,Hydrology|Water Chemistry,Shale Hills,,,?,,,mg,,,http://criticalzone.org/national/data/dataset/5365,5365
3251,te mday,3868,Hydrology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/3868,3868
3252,temp interior deg c,3869,Hydrology|Climatology / Meteorology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3869,3869
3253,temperature,2406,Climatology / Meteorology,Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2406,2406
3254,temperature,2407,Water Chemistry,Christina,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2407,2407
3255,temperature,2414,Climatology / Meteorology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2414,2414
3256,temperature,2415,Biology / Ecology|Climatology / Meteorology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2415,2415
3257,temperature,2415,Biology / Ecology|Climatology / Meteorology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2415,2415
3258,temperature,2425,Biology / Ecology|Climatology / Meteorology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2425,2425
3259,temperature,2432,Climatology / Meteorology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2432,2432
