-1,critcalzone.org variable,czo_id,Discipline,CZOs,ODM2Name,ODM2Term,CZO Variable Action,New ODM2 Term,comments,units,Aggregation,,czo_url, czo_id
1018,do mgl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Oxygen, dissolved",oxygenDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
1019,doc,3894,Biogeochemistry|Hydrology|Water Chemistry,Boulder,"Carbon, dissolved organic",carbonDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3894,3894
1020,doc,4107,Soil Science / Pedology|Water Chemistry,Calhoun,"Carbon, dissolved organic",carbonDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4107,4107
1021,doc,4130,Hydrology|Water Chemistry,Shale Hills,"Carbon, dissolved organic",carbonDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4130,4130
1022,doc dissolved organic carbon,2952,Water Chemistry,Luquillo,"Carbon, dissolved organic",carbonDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
1023,doc in 05m hcl extractions,4982,All Disciplines,Luquillo,"Carbon, dissolved organic",carbonDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4982,4982
1024,doc in deionized water extractions,4982,All Disciplines,Luquillo,"Carbon, dissolved organic",carbonDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4982,4982
1025,doc ppm,2580,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Carbon, dissolved organic",carbonDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2580,2580
1026,doc ppm,2582,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Carbon, dissolved organic",carbonDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2582,2582
1027,doc ppm,2645,Water Chemistry|Hydrology,Shale Hills,"Carbon, dissolved organic",carbonDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2645,2645
1028,don dissolved organic nitrogen,2952,Water Chemistry,Luquillo,"Nitrogen, organic",nitrogenOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
1029,donuml,2783,Water Chemistry,Boulder,"Nitrogen, dissolved organic",nitrogenDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
1030,donuml,2784,Water Chemistry,Boulder,"Nitrogen, dissolved organic",nitrogenDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
1031,donuml,2785,Water Chemistry,Boulder,"Nitrogen, dissolved organic",nitrogenDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2785,2785
1032,donuml,2788,Water Chemistry,Boulder,"Nitrogen, dissolved organic",nitrogenDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2788,2788
1033,donuml,3064,Water Chemistry,Boulder,"Nitrogen, dissolved organic",nitrogenDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3064,3064
1034,donuml,3065,Water Chemistry,Boulder,"Nitrogen, dissolved organic",nitrogenDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3065,3065
1035,donuml,3639,Water Chemistry,Boulder,"Nitrogen, dissolved organic",nitrogenDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3639,3639
1036,donuml,4165,Water Chemistry,Boulder,"Nitrogen, dissolved organic",nitrogenDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4165,4165
1037,dopuml,2783,Water Chemistry,Boulder,"Phosphorus, dissolved organic",phosphorusDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
1038,dopuml,2784,Water Chemistry,Boulder,"Phosphorus, dissolved organic",phosphorusDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
1039,dopuml,2785,Water Chemistry,Boulder,"Phosphorus, dissolved organic",phosphorusDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2785,2785
1040,dopuml,2788,Water Chemistry,Boulder,"Phosphorus, dissolved organic",phosphorusDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2788,2788
1041,dopuml,3064,Water Chemistry,Boulder,"Phosphorus, dissolved organic",phosphorusDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3064,3064
1042,dopuml,3065,Water Chemistry,Boulder,"Phosphorus, dissolved organic",phosphorusDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3065,3065
1043,dopuml,3639,Water Chemistry,Boulder,"Phosphorus, dissolved organic",phosphorusDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3639,3639
1044,dopuml,4165,Water Chemistry,Boulder,"Phosphorus, dissolved organic",phosphorusDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4165,4165
1045,drainage,3732,Biology / Ecology|Soil Science / Pedology,Reynolds,,,?,,,,,,http://criticalzone.org/national/data/dataset/3732,3732
1046,dry weight g,5280,Biology / Ecology,Shale Hills,Mass,mass,ODM2,,,g,,,http://criticalzone.org/national/data/dataset/5280,5280
1047,drymassincubatedsoil,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology,Calhoun,Mass,mass,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4637,4637
1048,dsm,2915,GIS / Remote Sensing,Boulder,,,New ODM2 Term,"Digital elevation model, DEM",,,,,http://criticalzone.org/national/data/dataset/2915,2915
1049,dtavg,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology,Boulder,,,?,,,,,,http://criticalzone.org/national/data/dataset/6526,6526
1050,duration of collection hrmm,2593,Water Chemistry|Hydrology|Climatology / Meteorology,Shale Hills,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/2593,2593
1051,dy,5986,Geochemistry / Mineralogy,Calhoun,,,New ODM2 Term,Dysprosium,dysprosium,,,,http://criticalzone.org/national/data/dataset/5986,5986
1052,dy164 ngl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,,,New ODM2 Term,Dysprosium,dysprosium,ngl,,,http://criticalzone.org/national/data/dataset/6292,6292
1053,dysprosium dissolved,2740,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Dysprosium,dysprosium,,,,http://criticalzone.org/national/data/dataset/2740,2740
1054,dysprosium dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,,,New ODM2 Term,Dysprosium,dysprosium,,,,http://criticalzone.org/national/data/dataset/2742,2742
1055,dysprosium dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Dysprosium,dysprosium,,,,http://criticalzone.org/national/data/dataset/4109,4109
1056,dysprosium dissolved,4135,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Dysprosium,dysprosium,,,,http://criticalzone.org/national/data/dataset/4135,4135
1057,dysprosium dissolved,5491,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Dysprosium,dysprosium,,,,http://criticalzone.org/national/data/dataset/5491,5491
1058,dysprosium dissolved,5492,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Dysprosium,dysprosium,,,,http://criticalzone.org/national/data/dataset/5492,5492
1059,easting,2573,GIS / Remote Sensing,Shale Hills,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/2573,2573
1060,ec,5326,Hydrology,Shale Hills,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5326,5326
1061,ec sm,4851,Water Chemistry,Calhoun,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4851,4851
1062,ec uscm,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
1063,ecosystem respiration,2415,Biology / Ecology|Climatology / Meteorology,Catalina-Jemez,"Respiration, ecosystem",respirationEcosystem,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2415,2415
1064,ecosystem respiration,2415,Biology / Ecology|Climatology / Meteorology,Catalina-Jemez,"Respiration, ecosystem",respirationEcosystem,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2415,2415
1065,ecosystem respiration,2425,Biology / Ecology|Climatology / Meteorology,Catalina-Jemez,"Respiration, ecosystem",respirationEcosystem,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2425,2425
1066,ecosystem respiration,6113,Climatology / Meteorology|Hydrology|Soil Science / Pedology,National|Boulder|Calhoun|Catalina-Jemez|Christina|Eel|IML|Luquillo|Reynolds|Shale Hills|Sierra,"Respiration, ecosystem",respirationEcosystem,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6113,6113
1067,ecosystem respiration,6569,Climatology / Meteorology,Boulder|Catalina-Jemez|Reynolds|Shale Hills|Sierra,"Respiration, ecosystem",respirationEcosystem,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6569,6569
1068,eddy covariance,3654,Climatology / Meteorology|Biology / Ecology,Sierra,,,New ODM2 Term,Eddy flux,,,,,http://criticalzone.org/national/data/dataset/3654,3654
1069,eddy covariance,3656,Climatology / Meteorology|Biology / Ecology,Sierra,,,New ODM2 Term,Eddy flux,,,,,http://criticalzone.org/national/data/dataset/3656,3656
1070,eddy covariance,3657,Biology / Ecology|Climatology / Meteorology,Sierra,,,New ODM2 Term,Eddy flux,,,,,http://criticalzone.org/national/data/dataset/3657,3657
1071,eddy covariance,3663,Biology / Ecology|Climatology / Meteorology,Sierra,,,New ODM2 Term,Eddy flux,,,,,http://criticalzone.org/national/data/dataset/3663,3663
1072,eddy covariance,6569,Climatology / Meteorology,Boulder|Catalina-Jemez|Reynolds|Shale Hills|Sierra,,,New ODM2 Term,Eddy flux,,,,,http://criticalzone.org/national/data/dataset/6569,6569
1073,eddy covariance measurements,6486,Climatology / Meteorology|Biogeochemistry,Reynolds,,,New ODM2 Term,Eddy flux,,,,,http://criticalzone.org/national/data/dataset/6486,6486
1074,effective base saturation,4018,Soil Science / Pedology|Geochemistry / Mineralogy,Calhoun,,,?,,,,,,http://criticalzone.org/national/data/dataset/4018,4018
1075,effective cation exchange capacity cmolkg,4018,Soil Science / Pedology|Geochemistry / Mineralogy,Calhoun,,,?,,,,,,http://criticalzone.org/national/data/dataset/4018,4018
1076,effective energy and mass transfer,2560,Biology / Ecology|GIS / Remote Sensing,Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/2560,2560
1077,effective energy and mass transfer,2561,GIS / Remote Sensing|Biology / Ecology,Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/2561,2561
1078,effective energy and mass transfer,5107,Biology / Ecology|Climatology / Meteorology|GIS / Remote Sensing|Hydrology,Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5107,5107
1079,effective measurement depth cm,2646,Geophysics|Hydrology,Shale Hills,,,?,,,cm,,,http://criticalzone.org/national/data/dataset/2646,2646
1080,electrical conductivity,2637,Hydrology,Sierra,Bulk electrical conductivity,bulkElectricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2637,2637
1081,electrical conductivity,2642,Hydrology|Biology / Ecology,Sierra,Bulk electrical conductivity,bulkElectricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2642,2642
1082,electrical conductivity,2740,Water Chemistry,Catalina-Jemez,Bulk electrical conductivity,bulkElectricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2740,2740
1083,electrical conductivity,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,Bulk electrical conductivity,bulkElectricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2742,2742
1084,electrical conductivity,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,Bulk electrical conductivity,bulkElectricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4109,4109
1085,electrical conductivity,4135,Water Chemistry,Catalina-Jemez,Bulk electrical conductivity,bulkElectricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4135,4135
1086,electrical conductivity,4684,Hydrology,Calhoun,Bulk electrical conductivity,bulkElectricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4684,4684
1087,electrical conductivity,4982,All Disciplines,Luquillo,Bulk electrical conductivity,bulkElectricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4982,4982
1088,electrical conductivity,5491,Water Chemistry,Catalina-Jemez,Bulk electrical conductivity,bulkElectricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5491,5491
1089,electrical conductivity,5492,Water Chemistry,Catalina-Jemez,Bulk electrical conductivity,bulkElectricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5492,5492
1090,electrical conductivity dsm,2602,Soil Science / Pedology,Shale Hills,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2602,2602
1091,electrical conductivity dsm,2602,Soil Science / Pedology,Shale Hills,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2602,2602
1092,electrical conductivity dsm,2602,Soil Science / Pedology,Shale Hills,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2602,2602
1093,electrical conductivity dsm,2602,Soil Science / Pedology,Shale Hills,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2602,2602
1094,electrical conductivity dsm,2602,Soil Science / Pedology,Shale Hills,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2602,2602
1095,electrical conductivity dsm,2602,Soil Science / Pedology,Shale Hills,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2602,2602
1096,electrical conductivity dsm,2602,Soil Science / Pedology,Shale Hills,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2602,2602
1097,electrical conductivity dsm,2602,Soil Science / Pedology,Shale Hills,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2602,2602
1098,electrical conductivity dsm,2692,Climatology / Meteorology|Hydrology,Shale Hills,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2692,2692
1099,electrical conductivity scm,4871,Hydrology,Shale Hills,Electrical conductivity,electricalConductivity,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4871,4871
1100,electrical resistivity imaging,4730,Geophysics,Luquillo,,,New ODM2 Term,Electrical resistivity,,,,,http://criticalzone.org/national/data/dataset/4730,4730
1101,elevation,2551,Biogeochemistry,Luquillo,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2551,2551
1102,elevation,2573,GIS / Remote Sensing,Shale Hills,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2573,2573
1103,elevation,2609,Geochemistry / Mineralogy|Biogeochemistry,Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2609,2609
1104,elevation,2628,Biogeochemistry|Geochemistry / Mineralogy,Luquillo,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2628,2628
1105,elevation,4130,Hydrology|Water Chemistry,Shale Hills,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4130,4130
1106,elevation,4606,GIS / Remote Sensing,Calhoun,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4606,4606
1107,elevation,5203,Biology / Ecology|Climatology / Meteorology|Hydrology|Soil Science / Pedology,Reynolds,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5203,5203
1108,elevation,5714,Soil Science / Pedology,Reynolds,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5714,5714
1109,elevation,6118,Climatology / Meteorology|GIS / Remote Sensing,Luquillo,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6118,6118
1110,elevation error m,2652,Geochemistry / Mineralogy,Shale Hills,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2652,2652
1111,elevation m,2648,Biology / Ecology,Shale Hills,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2648,2648
1112,elevation m,2649,Biology / Ecology,Shale Hills,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2649,2649
1113,elevation m,2652,Geochemistry / Mineralogy,Shale Hills,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2652,2652
1114,elevation m,2655,Biology / Ecology|Hydrology,Shale Hills,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2655,2655
1115,elevation m msl,3935,GIS / Remote Sensing,Shale Hills,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3935,3935
1116,elevation m msl,4830,Geophysics|Hydrology,Shale Hills,Altitude,altitude,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4830,4830
1117,elevation of water table m,2599,Water Chemistry|Hydrology,Shale Hills,Water depth,waterDepth,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2599,2599
1118,emi,5982,Soil Science / Pedology,Calhoun,,,?,,Electrical resistivity or new term: Electromagnetic induction geophysics?,,,,http://criticalzone.org/national/data/dataset/5982,5982
1119,empty,2593,Water Chemistry|Hydrology|Climatology / Meteorology,Shale Hills,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/2593,2593
1120,empty,2599,Water Chemistry|Hydrology,Shale Hills,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/2599,2599
1121,empty,2599,Water Chemistry|Hydrology,Shale Hills,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/2599,2599
1122,end,4618,Biology / Ecology,Shale Hills,End of file,endOfFile,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4618,4618
1123,eqdiam,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5131,5131
1124,eqdiam,5137,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5137,5137
1125,eqdiam,5138,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5138,5138
1126,eqdiam,6103,Geomorphology|GIS / Remote Sensing|Hydrology|Biology / Ecology,National|Boulder|Calhoun|Catalina-Jemez|Eel|Luquillo|Reynolds|Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/6103,6103
